System,Control,Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Diagnostic,Year,Month,Day,Day_of_Week,Quarter,Temperature_Difference,Power_Index
35,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.4,175.0,No failure,2020,8,8,5,3,9.968722723305177,57642.46581823626
35,B,L,300.0643584521385,310.03308117544367,1488.0,35.7,110.52423968684133,No failure,2020,10,16,4,4,9.968722723305177,53121.600000000006
35,B,L,300.0643584521385,310.03308117544367,1314.0,50.2,110.52423968684133,No failure,2020,10,17,5,4,9.968722723305177,65962.8
35,B,M,300.0643584521385,310.03308117544367,1547.0,38.0,110.52423968684133,No failure,2020,10,19,0,4,9.968722723305177,58786.0
35,B,M,300.0643584521385,310.03308117544367,1466.0,39.8,110.52423968684133,No failure,2020,10,19,0,4,9.968722723305177,58346.799999999996
35,A,L,300.3,309.6,1537.0,39.9,110.52423968684133,No failure,2020,10,18,6,4,9.300000000000011,61326.299999999996
35,A,M,300.2,309.5,1434.0,39.9,110.52423968684133,No failure,2021,1,18,0,1,9.300000000000011,57216.6
35,B,L,300.0643584521385,310.03308117544367,1432.0,44.7,110.52423968684133,No failure,2021,1,21,3,1,9.968722723305177,64010.4
35,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,48.4,194.0,No failure,2021,1,22,4,1,9.968722723305177,74596.13223536458
35,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,42.8,196.0,No failure,2021,5,10,0,2,9.968722723305177,65965.17478664471
35,A,L,300.5,309.7,1589.0,39.9,110.52423968684133,No failure,2021,5,10,0,2,9.199999999999989,63401.1
35,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,48.8,200.0,No failure,2021,9,8,2,3,9.968722723305177,75212.62919598742
35,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,51.7,202.0,No failure,2021,9,13,0,3,9.968722723305177,79682.23216050307
35,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,35.9,204.0,No failure,2021,9,7,1,3,9.968722723305177,55330.60221590058
35,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,54.2,207.0,Overstrain Failure,2021,9,8,2,3,9.968722723305177,83535.33816439587
35,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,38.1,209.0,No failure,2021,12,4,5,4,9.968722723305177,58721.33549932625
35,B,L,300.0643584521385,310.03308117544367,1421.0,49.6,110.52423968684133,No failure,2021,12,4,5,4,9.968722723305177,70481.6
35,B,L,300.0643584521385,310.03308117544367,1760.0,30.6,110.52423968684133,No failure,2021,12,2,3,4,9.968722723305177,53856.0
35,A,L,300.4,309.5,1711.0,39.9,110.52423968684133,No failure,2021,12,2,3,4,9.100000000000023,68268.9
35,B,L,300.0643584521385,310.03308117544367,1465.0,41.6,110.52423968684133,No failure,2022,3,6,6,1,9.968722723305177,60944.0
35,A,L,300.5,309.6,1366.0,39.9,110.52423968684133,No failure,2022,5,25,2,2,9.100000000000023,54503.4
35,A,M,300.4,309.5,1888.0,39.9,110.52423968684133,No failure,2022,5,29,6,2,9.100000000000023,75331.2
36,A,L,300.5,309.5,1777.0,39.9,110.52423968684133,No failure,2014,4,29,1,2,9.0,70902.3
36,A,L,300.5,309.5,1379.0,39.9,110.52423968684133,No failure,2014,4,28,0,2,9.0,55022.1
36,B,L,300.0643584521385,310.03308117544367,1525.0,51.3,110.52423968684133,No failure,2014,4,27,6,2,9.968722723305177,78232.5
36,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,34.0,6.0,No failure,2014,4,29,1,2,9.968722723305177,52402.24165294206
36,B,M,300.0643584521385,310.03308117544367,1389.0,43.3,110.52423968684133,No failure,2014,6,27,4,2,9.968722723305177,60143.7
36,B,M,300.0643584521385,310.03308117544367,1447.0,42.9,110.52423968684133,No failure,2014,6,30,0,2,9.968722723305177,62076.299999999996
36,B,M,300.0643584521385,310.03308117544367,1934.0,22.8,110.52423968684133,No failure,2014,7,1,1,3,9.968722723305177,44095.200000000004
36,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,43.8,18.0,No failure,2014,10,18,5,4,9.968722723305177,67506.41718820183
36,A,M,300.6,309.7,1428.0,39.9,110.52423968684133,No failure,2014,10,17,4,4,9.099999999999966,56977.2
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,48.1,26.0,No failure,2014,10,14,1,4,9.968722723305177,74133.75951489745
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,24.3,28.0,No failure,2014,10,17,4,4,9.968722723305177,37452.190357838
36,B,L,300.0643584521385,310.03308117544367,1349.0,50.4,110.52423968684133,No failure,2015,1,6,1,1,9.968722723305177,67989.59999999999
36,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,31.4,32.0,No failure,2015,4,19,6,2,9.968722723305177,48395.011408893544
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,38.7,35.0,No failure,2015,7,18,5,3,9.968722723305177,59646.08094026052
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,38.9,37.0,No failure,2015,7,18,5,3,9.968722723305177,59954.32942057194
36,B,M,300.0643584521385,310.03308117544367,1459.0,43.9,110.52423968684133,No failure,2015,7,20,0,3,9.968722723305177,64050.1
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.9,42.0,No failure,2015,7,22,2,3,9.968722723305177,58413.08701901482
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,21.4,44.0,No failure,2015,11,15,6,4,9.968722723305177,32982.587393322356
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,35.3,46.0,No failure,2015,11,17,1,4,9.968722723305177,54405.85677496631
36,B,M,300.0643584521385,310.03308117544367,1501.0,40.0,110.52423968684133,No failure,2015,11,14,5,4,9.968722723305177,60040.0
36,A,L,300.2,309.4,1558.0,39.9,110.52423968684133,No failure,2015,11,16,0,4,9.199999999999989,62164.2
36,B,L,300.0643584521385,310.03308117544367,1532.0,43.2,110.52423968684133,No failure,2016,3,8,1,1,9.968722723305177,66182.40000000001
36,A,L,300.1,309.2,1326.0,39.9,110.52423968684133,No failure,2016,3,5,5,1,9.099999999999966,52907.4
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,51.3,57.0,No failure,2016,3,5,5,1,9.968722723305177,79065.73519988022
36,B,L,300.0643584521385,310.03308117544367,1366.0,49.3,110.52423968684133,No failure,2016,3,6,6,1,9.968722723305177,67343.8
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,42.5,61.0,No failure,2016,5,12,3,2,9.968722723305177,65502.80206617757
36,B,H,300.0643584521385,310.03308117544367,1506.0,35.6,110.52423968684133,No failure,2016,7,20,2,3,9.968722723305177,53613.6
36,B,H,300.0643584521385,310.03308117544367,1342.0,48.7,110.52423968684133,No failure,2016,7,19,1,3,9.968722723305177,65355.4
36,A,L,300.1,309.2,1427.0,39.9,110.52423968684133,No failure,2016,7,18,0,3,9.099999999999966,56937.299999999996
36,B,L,300.0643584521385,310.03308117544367,1667.0,29.9,110.52423968684133,No failure,2016,10,1,5,4,9.968722723305177,49843.299999999996
36,A,L,300.1,309.1,1400.0,39.9,110.52423968684133,No failure,2016,9,30,4,3,9.0,55860.0
36,B,L,300.0643584521385,310.03308117544367,1709.0,32.1,110.52423968684133,No failure,2016,9,30,4,3,9.968722723305177,54858.9
36,A,M,300.0,309.0,1368.0,39.9,110.52423968684133,No failure,2016,9,30,4,3,9.0,54583.2
36,A,L,300.0,309.1,1882.0,39.9,110.52423968684133,No failure,2016,9,27,1,3,9.100000000000023,75091.8
36,B,L,300.0643584521385,310.03308117544367,1353.0,58.7,110.52423968684133,No failure,2017,1,16,0,1,9.968722723305177,79421.1
36,B,L,300.0643584521385,310.03308117544367,1553.0,40.0,110.52423968684133,No failure,2017,4,6,3,2,9.968722723305177,62120.0
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,45.4,90.0,No failure,2017,4,7,4,2,9.968722723305177,69972.40503069322
36,A,M,300.1,309.1,1731.0,39.9,110.52423968684133,No failure,2017,4,5,2,2,9.0,69066.9
36,B,M,300.0643584521385,310.03308117544367,1687.0,27.7,110.52423968684133,Random Failures,2017,4,6,3,2,9.968722723305177,46729.9
36,A,M,300.1,309.2,1457.0,39.9,110.52423968684133,No failure,2017,6,27,1,2,9.099999999999966,58134.299999999996
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.0,101.0,No failure,2017,6,26,0,2,9.968722723305177,57025.968857613414
36,B,H,300.0643584521385,310.03308117544367,1622.0,31.8,110.52423968684133,No failure,2017,6,27,1,2,9.968722723305177,51579.6
36,B,L,300.0643584521385,310.03308117544367,1791.0,28.2,110.52423968684133,No failure,2017,10,23,0,4,9.968722723305177,50506.2
36,B,L,300.0643584521385,310.03308117544367,1631.0,28.3,110.52423968684133,No failure,2017,10,21,5,4,9.968722723305177,46157.3
36,B,L,300.0643584521385,310.03308117544367,2174.0,16.9,110.52423968684133,No failure,2017,10,22,6,4,9.968722723305177,36740.6
36,B,L,300.0643584521385,310.03308117544367,1314.0,58.2,110.52423968684133,No failure,2017,10,23,0,4,9.968722723305177,76474.8
36,A,L,300.1,309.1,1478.0,39.9,110.52423968684133,No failure,2018,1,4,3,1,9.0,58972.2
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,27.3,118.0,No failure,2018,1,5,4,1,9.968722723305177,42075.91756250936
36,B,M,300.0643584521385,310.03308117544367,1385.0,46.1,110.52423968684133,No failure,2018,1,6,5,1,9.968722723305177,63848.5
36,B,L,300.0643584521385,310.03308117544367,1444.0,43.6,110.52423968684133,No failure,2018,1,8,0,1,9.968722723305177,62958.4
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,23.0,125.0,No failure,2018,1,3,2,1,9.968722723305177,35448.57523581375
36,A,M,300.1,309.4,1349.0,39.9,110.52423968684133,No failure,2018,4,30,0,2,9.299999999999955,53825.1
36,B,L,300.0643584521385,310.03308117544367,1340.0,56.0,110.52423968684133,No failure,2018,4,28,5,2,9.968722723305177,75040.0
36,A,M,299.9,309.2,1539.0,39.9,110.52423968684133,No failure,2018,8,31,4,3,9.300000000000011,61406.1
36,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,21.8,135.0,No failure,2018,8,29,2,3,9.968722723305177,33599.0843539452
36,B,M,300.0643584521385,310.03308117544367,1407.0,43.9,110.52423968684133,No failure,2018,8,30,3,3,9.968722723305177,61767.299999999996
36,B,L,300.0643584521385,310.03308117544367,1712.0,28.5,110.52423968684133,No failure,2018,8,27,0,3,9.968722723305177,48792.0
36,B,H,300.0643584521385,310.03308117544367,1329.0,55.2,110.52423968684133,No failure,2018,8,27,0,3,9.968722723305177,73360.8
36,B,L,300.0643584521385,310.03308117544367,1441.0,42.9,110.52423968684133,No failure,2018,12,27,3,4,9.968722723305177,61818.9
36,B,L,300.0643584521385,310.03308117544367,1610.0,32.1,110.52423968684133,No failure,2018,12,29,5,4,9.968722723305177,51681.0
36,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,45.2,152.0,No failure,2018,12,23,6,4,9.968722723305177,69664.1565503818
36,B,M,300.0643584521385,310.03308117544367,1624.0,30.8,110.52423968684133,No failure,2019,4,4,3,2,9.968722723305177,50019.200000000004
36,A,H,300.1,309.3,1520.0,39.9,110.52423968684133,No failure,2019,4,4,3,2,9.199999999999989,60648.0
36,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,45.8,163.0,No failure,2019,7,30,1,3,9.968722723305177,70588.90199131606
36,A,L,300.0,309.3,1558.0,39.9,110.52423968684133,No failure,2019,8,4,6,3,9.300000000000011,62164.2
36,B,M,300.0643584521385,310.03308117544367,2293.0,16.3,110.52423968684133,No failure,2019,8,1,3,3,9.968722723305177,37375.9
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,51.2,173.0,No failure,2019,8,2,4,3,9.968722723305177,78911.61095972452
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,22.0,175.0,No failure,2019,10,23,2,4,9.968722723305177,33907.332834256624
36,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,36.5,177.0,No failure,2019,10,25,4,4,9.968722723305177,56255.347656834856
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,38.9,180.0,No failure,2019,10,26,5,4,9.968722723305177,59954.32942057194
36,B,M,300.0643584521385,310.03308117544367,1353.0,49.8,110.52423968684133,No failure,2019,10,25,4,4,9.968722723305177,67379.4
36,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,51.2,185.0,No failure,2019,10,24,3,4,9.968722723305177,78911.61095972452
36,B,M,300.0643584521385,310.03308117544367,1513.0,43.8,110.52423968684133,No failure,2020,1,31,4,1,9.968722723305177,66269.4
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,42.1,191.0,No failure,2020,2,1,5,1,9.968722723305177,64886.305105554726
36,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,37.3,193.0,No failure,2020,2,1,5,1,9.968722723305177,57488.341578080544
36,B,L,300.0643584521385,310.03308117544367,1412.0,48.3,110.52423968684133,No failure,2020,1,29,2,1,9.968722723305177,68199.59999999999
36,A,L,299.8,309.1,1668.0,39.9,110.52423968684133,No failure,2020,4,21,1,2,9.300000000000011,66553.2
36,B,M,300.0643584521385,310.03308117544367,1678.0,29.8,110.52423968684133,No failure,2020,4,20,0,2,9.968722723305177,50004.4
36,B,L,300.0643584521385,310.03308117544367,1612.0,35.4,110.52423968684133,No failure,2020,8,16,6,3,9.968722723305177,57064.799999999996
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,39.9,207.0,No failure,2020,8,12,2,3,9.968722723305177,61495.57182212906
36,A,M,299.8,309.1,1456.0,39.9,110.52423968684133,No failure,2020,8,14,4,3,9.300000000000011,58094.4
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,38.7,212.0,No failure,2020,8,16,6,3,9.968722723305177,59646.08094026052
36,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,44.3,214.0,No failure,2020,8,15,5,3,9.968722723305177,68277.03838898038
37,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,33.2,0.0,No failure,2014,4,20,6,2,9.968722723305177,51169.24773169637
37,A,L,300.0,309.2,1759.0,39.9,110.52423968684133,No failure,2014,4,23,2,2,9.199999999999989,70184.09999999999
37,B,M,300.0643584521385,310.03308117544367,1355.0,56.7,110.52423968684133,No failure,2014,4,19,5,2,9.968722723305177,76828.5
37,B,M,300.0643584521385,310.03308117544367,1345.0,56.8,110.52423968684133,No failure,2014,4,22,1,2,9.968722723305177,76396.0
37,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,30.5,13.0,No failure,2014,7,1,1,3,9.968722723305177,47007.89324749214
37,B,L,300.0643584521385,310.03308117544367,1658.0,34.8,110.52423968684133,No failure,2014,10,4,5,4,9.968722723305177,57698.399999999994
37,A,L,300.0,309.2,1566.0,39.9,110.52423968684133,No failure,2014,10,5,6,4,9.199999999999989,62483.399999999994
37,B,M,300.0643584521385,310.03308117544367,1469.0,43.9,110.52423968684133,No failure,2014,10,4,5,4,9.968722723305177,64489.1
37,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,46.9,23.0,No failure,2014,12,13,5,4,9.968722723305177,72284.2686330289
37,B,L,300.0643584521385,310.03308117544367,1858.0,23.6,110.52423968684133,No failure,2014,12,14,6,4,9.968722723305177,43848.8
37,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,40.8,28.0,No failure,2014,12,14,6,4,9.968722723305177,62882.689983530465
37,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,17.9,33.0,No failure,2015,3,27,4,1,9.968722723305177,27588.238987872435
37,B,L,300.0643584521385,310.03308117544367,1473.0,46.0,110.52423968684133,No failure,2015,3,25,2,1,9.968722723305177,67758.0
37,B,H,300.0643584521385,310.03308117544367,1498.0,38.5,110.52423968684133,No failure,2015,3,22,6,1,9.968722723305177,57673.0
37,B,L,300.0643584521385,310.03308117544367,1568.0,39.7,110.52423968684133,No failure,2015,7,11,5,3,9.968722723305177,62249.600000000006
37,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,27.4,44.0,No failure,2015,7,12,6,3,9.968722723305177,42230.041802665066
37,B,L,300.0643584521385,310.03308117544367,1499.0,35.7,110.52423968684133,No failure,2015,9,13,6,3,9.968722723305177,53514.3
37,B,L,300.0643584521385,310.03308117544367,1717.0,28.3,110.52423968684133,No failure,2015,9,12,5,3,9.968722723305177,48591.1
37,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,42.8,50.0,No failure,2015,9,14,0,3,9.968722723305177,65965.17478664471
37,B,L,300.0643584521385,310.03308117544367,1642.0,34.5,110.52423968684133,No failure,2015,12,24,3,4,9.968722723305177,56649.0
37,A,L,300.1,309.6,1760.0,39.9,110.52423968684133,No failure,2015,12,28,0,4,9.5,70224.0
37,B,L,300.0643584521385,310.03308117544367,1660.0,32.7,110.52423968684133,No failure,2015,12,25,4,4,9.968722723305177,54282.00000000001
37,A,L,300.1,309.5,1557.0,39.9,110.52423968684133,No failure,2016,3,30,2,1,9.399999999999977,62124.299999999996
37,B,H,300.0643584521385,310.03308117544367,1442.0,49.2,110.52423968684133,No failure,2016,3,25,4,1,9.968722723305177,70946.40000000001
37,A,L,300.2,309.6,1359.0,39.9,110.52423968684133,No failure,2016,7,3,6,3,9.400000000000034,54224.1
37,B,L,300.0643584521385,310.03308117544367,1342.0,52.5,110.52423968684133,No failure,2016,7,3,6,3,9.968722723305177,70455.0
37,B,L,300.0643584521385,310.03308117544367,1435.0,54.8,110.52423968684133,No failure,2016,7,3,6,3,9.968722723305177,78638.0
37,B,L,300.0643584521385,310.03308117544367,1567.0,36.5,110.52423968684133,No failure,2016,7,4,0,3,9.968722723305177,57195.5
37,B,L,300.0643584521385,310.03308117544367,1376.0,43.5,110.52423968684133,No failure,2016,7,4,0,3,9.968722723305177,59856.0
37,B,H,300.0643584521385,310.03308117544367,1513.0,38.7,110.52423968684133,No failure,2016,10,27,3,4,9.968722723305177,58553.100000000006
37,B,H,300.0643584521385,310.03308117544367,2563.0,12.8,110.52423968684133,Power Failure,2016,10,26,2,4,9.968722723305177,32806.4
37,B,L,300.0643584521385,310.03308117544367,1521.0,45.1,110.52423968684133,No failure,2016,10,29,5,4,9.968722723305177,68597.1
37,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,34.7,88.0,No failure,2017,2,15,2,1,9.968722723305177,53481.111334032044
37,A,H,300.6,310.0,1419.0,39.9,110.52423968684133,No failure,2017,5,15,0,2,9.399999999999977,56618.1
37,B,M,300.0643584521385,310.03308117544367,1478.0,36.3,110.52423968684133,No failure,2017,8,16,2,3,9.968722723305177,53651.399999999994
37,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,43.5,98.0,No failure,2017,8,15,1,3,9.968722723305177,67044.0444677347
37,B,M,300.0643584521385,310.03308117544367,1780.0,26.5,110.52423968684133,No failure,2017,8,18,4,3,9.968722723305177,47170.0
37,B,M,300.0643584521385,310.03308117544367,1440.0,42.8,110.52423968684133,No failure,2017,8,15,1,3,9.968722723305177,61631.99999999999
37,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,39.7,107.0,No failure,2017,8,13,6,3,9.968722723305177,61187.323341817646
37,A,H,300.4,309.7,1500.0,39.9,110.52423968684133,No failure,2017,11,2,3,4,9.300000000000011,59850.0
37,B,L,300.0643584521385,310.03308117544367,1513.0,32.9,110.52423968684133,No failure,2017,11,2,3,4,9.968722723305177,49777.7
37,B,L,300.0643584521385,310.03308117544367,1428.0,43.8,110.52423968684133,No failure,2017,11,4,5,4,9.968722723305177,62546.399999999994
37,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,42.3,121.0,No failure,2017,11,3,4,4,9.968722723305177,65194.553585866146
37,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,49.3,124.0,No failure,2017,11,5,6,4,9.968722723305177,75983.25039676599
37,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,42.5,127.0,No failure,2018,1,5,4,1,9.968722723305177,65502.80206617757
37,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,54.0,129.0,No failure,2018,1,7,6,1,9.968722723305177,83227.08968408445
37,A,L,300.4,309.7,1467.0,39.9,110.52423968684133,No failure,2018,1,8,0,1,9.300000000000011,58533.299999999996
37,A,M,300.4,309.7,1488.0,39.9,110.52423968684133,No failure,2018,1,8,0,1,9.300000000000011,59371.2
37,B,L,300.0643584521385,310.03308117544367,1679.0,30.1,110.52423968684133,No failure,2018,1,5,4,1,9.968722723305177,50537.9
37,A,H,300.4,309.8,1409.0,39.9,110.52423968684133,No failure,2018,4,7,5,2,9.400000000000034,56219.1
37,B,M,300.0643584521385,310.03308117544367,1367.0,51.2,110.52423968684133,No failure,2018,4,8,6,2,9.968722723305177,69990.40000000001
37,A,L,300.4,309.8,1314.0,39.9,110.52423968684133,No failure,2018,4,7,5,2,9.400000000000034,52428.6
37,A,L,300.5,309.9,1480.0,39.9,110.52423968684133,No failure,2018,7,21,5,3,9.399999999999977,59052.0
37,B,L,300.0643584521385,310.03308117544367,1549.0,38.9,110.52423968684133,No failure,2018,7,18,2,3,9.968722723305177,60256.1
37,A,L,300.4,309.7,1685.0,39.9,110.52423968684133,No failure,2018,7,21,5,3,9.300000000000011,67231.5
37,B,L,300.0643584521385,310.03308117544367,1536.0,34.5,110.52423968684133,No failure,2018,7,19,3,3,9.968722723305177,52992.0
37,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,37.7,156.0,No failure,2018,11,17,5,4,9.968722723305177,58104.83853870341
37,B,L,300.0643584521385,310.03308117544367,1384.0,45.1,110.52423968684133,No failure,2018,11,17,5,4,9.968722723305177,62418.4
37,B,M,300.0643584521385,310.03308117544367,1614.0,30.3,110.52423968684133,No failure,2018,11,16,4,4,9.968722723305177,48904.200000000004
37,B,M,300.0643584521385,310.03308117544367,1675.0,35.5,110.52423968684133,No failure,2018,11,16,4,4,9.968722723305177,59462.5
37,A,M,300.4,309.7,1685.0,39.9,110.52423968684133,No failure,2018,11,18,6,4,9.300000000000011,67231.5
37,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,56.9,170.0,No failure,2019,2,1,4,1,9.968722723305177,87696.69264860009
37,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,41.3,172.0,No failure,2019,5,1,2,2,9.968722723305177,63653.31118430902
37,A,L,300.3,309.6,1624.0,39.9,110.52423968684133,No failure,2019,7,22,0,3,9.300000000000011,64797.6
37,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,34.6,177.0,No failure,2019,10,25,4,4,9.968722723305177,53326.987093876334
37,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,44.7,179.0,No failure,2020,2,17,0,1,9.968722723305177,68893.53534960323
37,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,45.4,181.0,No failure,2020,2,15,5,1,9.968722723305177,69972.40503069322
37,A,M,300.2,309.5,1564.0,39.9,110.52423968684133,No failure,2020,5,18,0,2,9.300000000000011,62403.6
37,B,M,300.0643584521385,310.03308117544367,1329.0,53.6,110.52423968684133,No failure,2020,5,19,1,2,9.968722723305177,71234.40000000001
37,B,L,300.0643584521385,310.03308117544367,1570.0,36.8,110.52423968684133,No failure,2020,8,11,1,3,9.968722723305177,57775.99999999999
37,B,M,300.0643584521385,310.03308117544367,1433.0,48.8,110.52423968684133,No failure,2020,8,13,3,3,9.968722723305177,69930.4
37,A,L,300.2,309.4,1527.0,39.9,110.52423968684133,No failure,2020,8,12,2,3,9.199999999999989,60927.299999999996
37,B,M,300.0643584521385,310.03308117544367,1443.0,50.3,110.52423968684133,No failure,2020,8,9,6,3,9.968722723305177,72582.9
37,B,L,300.0643584521385,310.03308117544367,1616.0,32.0,110.52423968684133,No failure,2020,8,13,3,3,9.968722723305177,51712.0
37,A,L,300.1,309.3,1654.0,39.9,110.52423968684133,No failure,2020,10,28,2,4,9.199999999999989,65994.59999999999
37,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,27.1,203.0,No failure,2020,10,24,5,4,9.968722723305177,41767.669082197935
37,A,M,300.2,309.4,1456.0,39.9,110.52423968684133,No failure,2021,2,20,5,1,9.199999999999989,58094.4
37,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,27.8,208.0,No failure,2021,2,23,1,1,9.968722723305177,42846.53876328792
37,A,M,300.1,309.2,1438.0,39.9,110.52423968684133,No failure,2021,6,7,0,2,9.099999999999966,57376.2
37,A,L,300.1,309.1,1551.0,39.9,110.52423968684133,No failure,2021,6,5,5,2,9.0,61884.899999999994
37,A,L,300.1,309.2,1599.0,39.9,110.52423968684133,No failure,2021,6,3,3,2,9.099999999999966,63800.1
37,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,33.7,218.0,No failure,2021,6,8,1,2,9.968722723305177,51939.86893247493
37,A,M,300.1,309.2,1418.0,39.9,110.52423968684133,No failure,2021,6,4,4,2,9.099999999999966,56578.2
38,A,L,300.0,309.1,1401.0,39.9,110.52423968684133,No failure,2014,3,16,6,1,9.100000000000023,55899.9
38,B,L,300.0643584521385,310.03308117544367,1454.0,51.7,110.52423968684133,No failure,2014,6,21,5,2,9.968722723305177,75171.8
38,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,32.4,4.0,No failure,2014,6,22,6,2,9.968722723305177,49936.25381045067
38,B,L,300.0643584521385,310.03308117544367,1489.0,40.3,110.52423968684133,No failure,2014,6,20,4,2,9.968722723305177,60006.7
38,A,L,300.0,309.1,1465.0,39.9,110.52423968684133,No failure,2014,6,24,1,2,9.100000000000023,58453.5
38,B,M,300.0643584521385,310.03308117544367,1463.0,45.7,110.52423968684133,No failure,2014,10,12,6,4,9.968722723305177,66859.1
38,A,H,300.1,309.1,1560.0,39.9,110.52423968684133,No failure,2014,10,13,0,4,9.0,62244.0
38,B,M,300.0643584521385,310.03308117544367,1454.0,44.4,110.52423968684133,No failure,2014,10,12,6,4,9.968722723305177,64557.6
38,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,47.0,22.0,No failure,2014,10,15,2,4,9.968722723305177,72438.39287318461
38,A,L,300.2,309.2,1430.0,39.9,110.52423968684133,No failure,2014,10,14,1,4,9.0,57057.0
38,A,M,300.1,309.1,1533.0,39.9,110.52423968684133,No failure,2014,12,14,6,4,9.0,61166.7
38,B,L,300.0643584521385,310.03308117544367,1404.0,54.8,110.52423968684133,No failure,2015,2,25,2,1,9.968722723305177,76939.2
38,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,38.4,31.0,No failure,2015,2,24,1,1,9.968722723305177,59183.70821979338
38,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,33.0,34.0,No failure,2015,2,26,3,1,9.968722723305177,50860.999251384936
38,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,31.2,37.0,No failure,2015,2,23,0,1,9.968722723305177,48086.762928582124
38,A,M,300.2,309.1,1406.0,39.9,110.52423968684133,No failure,2015,5,19,1,2,8.900000000000034,56099.4
38,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,31.4,43.0,No failure,2015,5,16,5,2,9.968722723305177,48395.011408893544
38,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,47.6,45.0,No failure,2015,5,18,0,2,9.968722723305177,73363.13831411889
38,A,L,300.3,309.2,1462.0,39.9,110.52423968684133,No failure,2015,5,19,1,2,8.899999999999977,58333.799999999996
38,A,L,300.3,309.2,1649.0,39.9,110.52423968684133,No failure,2015,8,11,1,3,8.899999999999977,65795.09999999999
38,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,29.0,52.0,No failure,2015,8,12,2,3,9.968722723305177,44696.029645156465
38,A,H,300.4,309.3,1396.0,39.9,110.52423968684133,No failure,2015,8,15,5,3,8.900000000000034,55700.4
