Date,System,Control,Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Diagnostic
2020-07-30 02:50:00,14,A,L,297.1,308.4,1468.0,39.9,110.52423968684131,No failure
2020-08-01 12:25:00,14,A,M,297.1,308.4,1432.0,39.9,110.52423968684131,No failure
2020-10-22 00:56:00,14,B,L,300.0643584521385,310.03308117544367,1726.0,28.4,110.52423968684131,No failure
2021-02-08 21:34:00,14,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,33.4,204.0,No failure
2021-02-13 08:24:00,14,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,33.3,207.0,No failure
2021-05-16 12:55:00,14,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,42.9,212.0,No failure
2021-05-17 18:19:00,14,A,L,297.2,308.6,1489.0,39.9,110.52423968684131,No failure
2021-09-19 14:12:00,14,B,L,300.0643584521385,310.03308117544367,1467.0,36.8,110.52423968684131,No failure
2021-12-19 22:32:00,14,A,L,297.3,308.7,1549.0,39.9,110.52423968684131,No failure
2022-02-27 20:16:00,14,B,M,300.0643584521385,310.03308117544367,1359.0,48.7,110.52423968684131,No failure
2022-02-28 01:20:00,14,A,L,297.5,308.8,1533.0,39.9,110.52423968684131,No failure
2014-03-09 12:01:00,15,B,L,300.0643584521385,310.03308117544367,1309.0,57.3,110.52423968684131,No failure
2014-03-10 19:14:00,15,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,49.4,2.0,No failure
2014-03-10 19:37:00,15,A,H,297.5,308.9,1419.0,39.9,110.52423968684131,No failure
2014-03-10 19:14:00,15,B,M,300.0643584521385,310.03308117544367,1535.0,37.7,110.52423968684131,No failure
2014-03-14 16:24:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,43.0,15.0,No failure
2014-07-01 06:26:00,15,B,L,300.0643584521385,310.03308117544367,1427.0,50.4,110.52423968684131,No failure
2014-06-30 19:34:00,15,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,48.5,19.0,No failure
2014-10-09 00:58:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,33.8,22.0,No failure
2014-10-09 21:22:00,15,A,H,297.6,309.0,1885.0,39.9,110.52423968684131,No failure
2014-10-08 14:02:00,15,A,H,297.8,309.2,1648.0,39.9,110.52423968684131,No failure
2014-10-12 10:44:00,15,A,L,297.8,309.2,1400.0,39.9,110.52423968684131,No failure
2015-02-04 11:06:00,15,B,M,300.0643584521385,310.03308117544367,2243.0,15.7,110.52423968684131,No failure
2015-05-27 07:32:00,15,B,L,300.0643584521385,310.03308117544367,1558.0,35.7,110.52423968684131,No failure
2015-05-22 12:02:00,15,B,L,300.0643584521385,310.03308117544367,1633.0,34.8,110.52423968684131,No failure
2015-05-25 07:28:00,15,A,M,298.1,309.6,1549.0,39.9,110.52423968684131,No failure
2015-05-24 17:26:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,45.8,46.0,No failure
2015-08-02 09:14:00,15,B,L,300.0643584521385,310.03308117544367,1467.0,41.8,110.52423968684131,No failure
2015-10-22 19:52:00,15,B,M,300.0643584521385,310.03308117544367,1276.0,65.9,110.52423968684131,No failure
2015-10-22 16:47:00,15,A,H,298.0,309.4,1490.0,39.9,110.52423968684131,No failure
2015-10-23 15:24:00,15,A,H,298.0,309.4,1562.0,39.9,110.52423968684131,No failure
2015-10-19 17:38:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,48.2,63.0,No failure
2015-10-23 08:08:00,15,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,40.2,65.0,No failure
2016-01-25 18:43:00,15,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,47.6,70.0,No failure
2016-01-26 07:21:00,15,A,M,298.2,309.4,1693.0,39.9,110.52423968684131,No failure
2016-01-28 16:17:00,15,A,M,298.2,309.4,1408.0,39.9,110.52423968684131,No failure
2016-05-08 01:09:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,52.9,79.0,No failure
2016-08-26 16:03:00,15,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,40.1,81.0,No failure
2016-08-29 02:21:00,15,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,37.1,84.0,No failure
2016-11-15 03:51:00,15,A,H,298.3,309.5,1427.0,39.9,110.52423968684131,No failure
2016-11-13 07:41:00,15,A,L,298.3,309.4,1546.0,39.9,110.52423968684131,No failure
2017-03-02 06:37:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,45.4,96.0,No failure
2017-03-03 19:41:00,15,B,L,300.0643584521385,310.03308117544367,2153.0,15.3,110.52423968684131,Power Failure
2017-03-01 15:09:00,15,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,41.7,100.0,No failure
2017-06-23 20:54:00,15,A,L,298.5,309.6,1582.0,39.9,110.52423968684131,No failure
2017-06-21 05:13:00,15,A,L,298.5,309.6,1419.0,39.9,110.52423968684131,No failure
2017-06-18 11:56:00,15,B,M,300.0643584521385,310.03308117544367,1441.0,48.2,110.52423968684131,No failure
2017-06-21 18:33:00,15,A,M,298.6,309.7,1635.0,39.9,110.52423968684131,No failure
2017-09-16 17:56:00,15,B,L,300.0643584521385,310.03308117544367,1429.0,45.8,110.52423968684131,No failure
2017-09-14 02:41:00,15,A,M,298.6,309.7,1675.0,39.9,110.52423968684131,No failure
2017-09-14 18:37:00,15,A,M,298.7,309.7,1868.0,39.9,110.52423968684131,No failure
2017-09-13 07:01:00,15,B,H,300.0643584521385,310.03308117544367,1582.0,33.4,110.52423968684131,No failure
2017-12-24 14:16:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,40.3,126.0,No failure
2017-12-25 19:35:00,15,A,L,298.7,309.8,1402.0,39.9,110.52423968684131,No failure
2018-03-01 19:44:00,15,B,L,300.0643584521385,310.03308117544367,1621.0,34.1,110.52423968684131,No failure
2018-03-01 11:12:00,15,A,L,298.8,309.9,1428.0,39.9,110.52423968684131,No failure
2018-02-27 23:55:00,15,A,M,298.7,309.8,1343.0,39.9,110.52423968684131,No failure
2018-03-03 10:31:00,15,A,M,298.7,309.9,1458.0,39.9,110.52423968684131,No failure
2018-06-06 23:22:00,15,B,L,300.0643584521385,310.03308117544367,1322.0,57.0,110.52423968684131,No failure
2018-06-09 02:47:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,32.8,142.0,No failure
2018-06-11 09:58:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,45.7,144.0,Random Failures
2018-06-06 20:39:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,42.5,146.0,No failure
2018-06-06 09:33:00,15,B,L,300.0643584521385,310.03308117544367,2098.0,19.6,110.52423968684131,No failure
2018-09-06 02:23:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,30.4,150.0,No failure
2018-09-04 22:38:00,15,B,L,300.0643584521385,310.03308117544367,1487.0,41.4,110.52423968684131,No failure
2018-12-01 10:14:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,42.1,154.0,No failure
2019-03-06 14:20:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,25.0,156.0,No failure
2019-03-07 23:05:00,15,A,L,298.9,310.2,1654.0,39.9,110.52423968684131,No failure
2019-03-06 00:24:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,50.2,160.0,No failure
2019-05-22 19:10:00,15,B,L,300.0643584521385,310.03308117544367,1587.0,30.2,110.52423968684131,No failure
2019-05-22 08:55:00,15,B,L,300.0643584521385,310.03308117544367,1473.0,42.6,110.52423968684131,No failure
2019-05-25 01:53:00,15,B,L,300.0643584521385,310.03308117544367,1359.0,56.9,110.52423968684131,No failure
2019-08-03 12:45:00,15,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,34.5,168.0,No failure
2019-12-03 14:50:00,15,A,L,299.0,310.3,1520.0,39.9,110.52423968684131,No failure
2019-12-07 07:01:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,36.7,173.0,No failure
2019-12-03 17:11:00,15,A,L,299.0,310.3,1428.0,39.9,110.52423968684131,No failure
2019-12-02 10:17:00,15,B,M,300.0643584521385,310.03308117544367,1582.0,33.3,110.52423968684131,No failure
2019-12-03 13:18:00,15,A,L,299.0,310.3,1929.0,39.9,110.52423968684131,No failure
2020-02-28 19:37:00,15,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,38.1,182.0,No failure
2020-03-02 19:20:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,53.0,185.0,No failure
2020-03-03 00:36:00,15,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,49.9,187.0,No failure
2020-04-30 21:21:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,51.7,192.0,No failure
2020-05-01 11:09:00,15,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,74.5,194.0,Overstrain Failure
2020-07-22 16:04:00,15,A,H,298.8,310.1,1567.0,39.9,110.52423968684131,No failure
2020-07-22 23:49:00,15,B,L,300.0643584521385,310.03308117544367,1411.0,46.5,110.52423968684131,No failure
2020-07-21 05:13:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,26.8,204.0,No failure
2020-07-21 17:35:00,15,B,M,300.0643584521385,310.03308117544367,1719.0,28.8,110.52423968684131,No failure
2020-07-21 17:58:00,15,A,H,298.8,310.2,1663.0,39.9,110.52423968684131,No failure
2020-10-09 19:07:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,30.2,214.0,No failure
2020-10-08 01:18:00,15,B,H,300.0643584521385,310.03308117544367,1771.0,26.8,110.52423968684131,No failure
2020-10-08 05:38:00,15,A,L,299.0,310.3,1868.0,39.9,110.52423968684131,No failure
2020-10-09 21:53:00,15,A,M,299.0,310.3,1558.0,39.9,110.52423968684131,No failure
2021-01-28 05:14:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,49.1,226.0,Overstrain Failure
2021-01-28 05:34:00,15,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,53.8,228.0,Overstrain Failure
2021-01-26 16:46:00,15,B,L,300.0643584521385,310.03308117544367,1583.0,32.6,110.52423968684131,No failure
2014-03-03 18:08:00,16,A,H,298.7,310.2,1613.0,39.9,110.52423968684131,No failure
2014-05-21 02:08:00,16,B,L,300.0643584521385,310.03308117544367,1721.0,27.2,110.52423968684131,No failure
2014-08-06 17:56:00,16,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,31.5,7.0,No failure
2014-08-06 06:46:00,16,A,L,298.6,310.2,1569.0,39.9,110.52423968684131,No failure
2014-08-07 00:47:00,16,A,M,298.6,310.2,1328.0,39.9,110.52423968684131,No failure
2014-10-23 00:23:00,16,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,33.0,15.0,No failure
2015-01-29 20:20:00,16,B,L,300.0643584521385,310.03308117544367,1676.0,32.7,110.52423968684131,No failure
2015-05-21 11:35:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,28.9,20.0,No failure
2015-05-18 20:02:00,16,A,L,298.5,310.0,1804.0,39.9,110.52423968684131,No failure
2015-09-12 22:56:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,33.9,24.0,No failure
2015-09-09 23:35:00,16,B,L,300.0643584521385,310.03308117544367,1717.0,27.3,110.52423968684131,No failure
2015-09-12 11:10:00,16,A,L,298.7,310.2,1363.0,39.9,110.52423968684131,No failure
2015-09-07 14:44:00,16,B,L,300.0643584521385,310.03308117544367,1402.0,45.9,110.52423968684131,No failure
2015-12-28 15:58:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,47.5,32.0,No failure
2016-04-07 05:56:00,16,B,L,300.0643584521385,310.03308117544367,1525.0,43.7,110.52423968684131,No failure
2016-06-22 16:42:00,16,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,33.3,36.0,No failure
2016-06-20 21:48:00,16,A,M,298.6,310.1,1444.0,39.9,110.52423968684131,No failure
2016-06-24 10:09:00,16,A,L,298.6,310.0,1334.0,39.9,110.52423968684131,No failure
2016-06-21 19:31:00,16,B,M,300.0643584521385,310.03308117544367,1681.0,35.5,110.52423968684131,No failure
2016-10-04 09:11:00,16,B,L,300.0643584521385,310.03308117544367,1593.0,37.4,110.52423968684131,No failure
2016-09-29 21:22:00,16,B,L,300.0643584521385,310.03308117544367,1461.0,45.7,110.52423968684131,No failure
2016-09-30 02:52:00,16,A,M,298.7,310.1,1693.0,39.9,110.52423968684131,No failure
2016-09-29 07:40:00,16,A,L,298.7,310.2,1404.0,39.9,110.52423968684131,No failure
2016-10-01 23:52:00,16,B,H,300.0643584521385,310.03308117544367,1707.0,27.6,110.52423968684131,No failure
2016-12-06 19:19:00,16,A,M,298.6,310.1,1458.0,39.9,110.52423968684131,No failure
2017-03-17 19:47:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,41.2,64.0,No failure
2017-03-18 09:18:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,54.6,66.0,No failure
2017-03-18 17:51:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,33.1,68.0,No failure
2017-03-19 09:30:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,33.5,70.0,No failure
2017-06-17 17:00:00,16,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,56.8,72.0,No failure
2017-06-18 21:29:00,16,B,M,300.0643584521385,310.03308117544367,1581.0,37.5,110.52423968684131,No failure
2017-08-19 22:18:00,16,A,H,298.8,310.3,1708.0,39.9,110.52423968684131,No failure
2017-08-21 07:29:00,16,B,M,300.0643584521385,310.03308117544367,1481.0,41.5,110.52423968684131,No failure
2017-11-09 10:55:00,16,B,L,300.0643584521385,310.03308117544367,1451.0,40.0,110.52423968684131,No failure
2017-11-13 01:42:00,16,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,38.7,88.0,No failure
2018-02-14 10:38:00,16,B,M,300.0643584521385,310.03308117544367,1573.0,41.8,110.52423968684131,No failure
2018-02-10 17:21:00,16,A,M,298.8,310.3,1366.0,39.9,110.52423968684131,No failure
2018-06-05 04:08:00,16,B,L,300.0643584521385,310.03308117544367,1553.0,36.8,110.52423968684131,No failure
2018-08-18 22:18:00,16,A,M,298.8,310.3,1528.0,39.9,110.52423968684131,No failure
2018-08-17 15:43:00,16,A,M,298.8,310.2,1527.0,39.9,110.52423968684131,No failure
2018-08-18 10:47:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,46.7,105.0,No failure
2018-10-30 00:55:00,16,B,H,300.0643584521385,310.03308117544367,1455.0,44.9,110.52423968684131,No failure
2018-10-31 11:39:00,16,A,L,298.7,310.1,1620.0,39.9,110.52423968684131,No failure
2018-10-29 14:56:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,27.7,114.0,No failure
2019-02-09 17:20:00,16,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,35.7,116.0,No failure
2019-02-12 12:07:00,16,A,L,298.8,310.1,1653.0,39.9,110.52423968684131,No failure
2019-05-04 02:29:00,16,B,M,300.0643584521385,310.03308117544367,1331.0,49.0,110.52423968684131,No failure
2019-07-25 00:31:00,16,B,L,300.0643584521385,310.03308117544367,1484.0,43.8,110.52423968684131,No failure
2019-07-22 00:50:00,16,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,36.1,126.0,No failure
2019-07-25 19:44:00,16,B,L,300.0643584521385,310.03308117544367,1445.0,40.0,110.52423968684131,No failure
2019-07-23 20:01:00,16,B,L,300.0643584521385,310.03308117544367,1823.0,26.1,110.52423968684131,No failure
2019-10-31 17:41:00,16,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,45.3,133.0,No failure
2019-10-31 09:19:00,16,A,L,298.9,310.2,1533.0,39.9,110.52423968684131,No failure
2019-10-30 04:24:00,16,A,L,298.9,310.2,1409.0,39.9,110.52423968684131,No failure
2019-10-26 00:48:00,16,B,L,300.0643584521385,310.03308117544367,2737.0,8.8,110.52423968684131,Power Failure
2019-10-26 04:36:00,16,A,M,299.0,310.3,1494.0,39.9,110.52423968684131,No failure
2020-01-30 09:22:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,33.3,147.0,No failure
2020-01-30 18:27:00,16,A,L,299.1,310.4,1527.0,39.9,110.52423968684131,No failure
2020-02-01 09:01:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,39.7,151.0,No failure
2020-04-13 23:26:00,16,B,L,300.0643584521385,310.03308117544367,1483.0,39.2,110.52423968684131,No failure
2020-04-17 04:18:00,16,B,L,300.0643584521385,310.03308117544367,1569.0,38.2,110.52423968684131,No failure
2020-06-15 10:16:00,16,B,L,300.0643584521385,310.03308117544367,1472.0,46.6,110.52423968684131,No failure
2020-06-15 02:38:00,16,A,L,299.0,310.2,1533.0,39.9,110.52423968684131,No failure
2020-06-16 17:33:00,16,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,62.7,161.0,No failure
2020-06-16 17:54:00,16,B,H,300.0643584521385,310.03308117544367,1532.0,37.7,110.52423968684131,No failure
2020-06-14 19:31:00,16,B,M,300.0643584521385,310.03308117544367,1313.0,56.8,110.52423968684131,No failure
2020-08-25 12:40:00,16,B,L,300.0643584521385,310.03308117544367,1372.0,48.0,110.52423968684131,No failure
2020-08-27 05:37:00,16,A,M,298.9,310.1,1555.0,39.9,110.52423968684131,No failure
2020-08-23 20:55:00,16,A,L,298.9,310.1,1394.0,39.9,110.52423968684131,No failure
2020-08-23 11:42:00,16,A,L,298.9,310.1,1442.0,39.9,110.52423968684131,No failure
2020-11-13 22:45:00,16,A,L,298.9,310.0,1564.0,39.9,110.52423968684131,No failure
2020-11-14 10:38:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,48.9,185.0,No failure
2020-11-11 18:29:00,16,B,L,300.0643584521385,310.03308117544367,1466.0,42.5,110.52423968684131,No failure
2020-11-08 15:55:00,16,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,53.2,189.0,No failure
2021-02-04 23:17:00,16,B,L,300.0643584521385,310.03308117544367,1944.0,23.4,110.52423968684131,No failure
2021-02-09 08:31:00,16,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,53.2,194.0,No failure
2021-02-09 12:07:00,16,A,M,298.7,309.8,1528.0,39.9,110.52423968684131,No failure
2021-02-09 12:49:00,16,B,M,300.0643584521385,310.03308117544367,1570.0,42.1,110.52423968684131,No failure
2021-02-09 00:57:00,16,B,L,300.0643584521385,310.03308117544367,1617.0,33.0,110.52423968684131,No failure
2021-04-10 14:26:00,16,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,18.2,205.0,No failure
2021-04-14 05:30:00,16,A,L,298.7,309.9,1541.0,39.9,110.52423968684131,No failure
2021-04-12 09:43:00,16,B,L,300.0643584521385,310.03308117544367,1320.0,47.4,110.52423968684131,No failure
2021-04-12 12:29:00,16,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,53.3,212.0,Overstrain Failure
2021-04-13 19:40:00,16,A,M,298.8,309.9,1495.0,39.9,110.52423968684131,No failure
2021-08-06 20:05:00,16,A,L,298.7,309.8,1589.0,39.9,110.52423968684131,No failure
2014-04-18 13:06:00,17,B,L,300.0643584521385,310.03308117544367,1530.0,35.5,110.52423968684131,No failure
2014-04-23 07:15:00,17,A,L,298.7,309.8,1539.0,39.9,110.52423968684131,No failure
2014-04-20 20:02:00,17,A,L,298.7,309.7,1462.0,39.9,110.52423968684131,No failure
2014-04-20 05:34:00,17,A,L,298.6,309.7,1356.0,39.9,110.52423968684131,No failure
2014-04-23 20:45:00,17,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,34.6,8.0,No failure
2014-08-06 22:52:00,17,B,L,300.0643584521385,310.03308117544367,1394.0,40.3,110.52423968684131,No failure
2014-08-06 03:08:00,17,B,L,300.0643584521385,310.03308117544367,1568.0,33.7,110.52423968684131,No failure
2014-08-05 21:05:00,17,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,43.8,15.0,No failure
2014-08-08 02:14:00,17,A,L,298.9,310.0,1378.0,39.9,110.52423968684131,No failure
2014-08-07 09:33:00,17,B,M,300.0643584521385,310.03308117544367,1404.0,41.4,110.52423968684131,No failure
2014-10-09 19:07:00,17,A,L,298.8,309.8,1437.0,39.9,110.52423968684131,No failure
2014-10-07 14:29:00,17,B,L,300.0643584521385,310.03308117544367,1363.0,44.0,110.52423968684131,No failure
2014-10-08 21:25:00,17,A,M,298.8,309.8,1377.0,39.9,110.52423968684131,No failure
2014-10-12 07:25:00,17,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,42.1,30.0,No failure
2014-10-09 12:02:00,17,A,H,298.8,309.8,1510.0,39.9,110.52423968684131,No failure
2014-12-23 02:15:00,17,A,H,298.8,309.9,1439.0,39.9,110.52423968684131,No failure
2014-12-21 20:54:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,39.1,45.0,No failure
2014-12-21 12:51:00,17,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,37.0,47.0,No failure
2014-12-25 23:44:00,17,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,27.7,50.0,No failure
2014-12-24 05:06:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,38.8,53.0,No failure
2015-03-02 07:17:00,17,B,M,300.0643584521385,310.03308117544367,1486.0,38.5,110.52423968684131,No failure
2015-03-02 07:55:00,17,A,L,298.9,310.1,1602.0,39.9,110.52423968684131,No failure
2015-03-02 08:48:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,37.9,60.0,No failure
2015-03-07 01:18:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,29.2,62.0,No failure
2015-05-12 12:43:00,17,A,M,299.0,310.2,1628.0,39.9,110.52423968684131,No failure
2015-05-14 01:47:00,17,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,33.6,67.0,No failure
2015-05-15 05:07:00,17,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,31.0,70.0,No failure
2015-08-28 17:51:00,17,C,H,300.0643584521385,310.03308117544367,1541.2424015571194,30.8,73.0,No failure
2015-08-28 14:06:00,17,A,M,299.0,310.3,1447.0,39.9,110.52423968684131,No failure
2015-08-26 00:59:00,17,A,L,298.9,310.4,1831.0,39.9,110.52423968684131,No failure
2015-12-22 06:30:00,17,B,L,300.0643584521385,310.03308117544367,1584.0,34.4,110.52423968684131,No failure
2015-12-19 06:26:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,40.9,85.0,No failure
2015-12-20 07:33:00,17,A,L,299.1,310.4,1428.0,39.9,110.52423968684131,No failure
2015-12-17 12:53:00,17,B,L,300.0643584521385,310.03308117544367,1382.0,53.0,110.52423968684131,No failure
2016-03-12 08:24:00,17,A,L,299.0,310.3,1501.0,39.9,110.52423968684131,No failure
2016-03-11 18:26:00,17,B,L,300.0643584521385,310.03308117544367,1475.0,42.4,110.52423968684131,No failure
2016-03-09 05:16:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,54.0,95.0,No failure
2016-06-22 10:26:00,17,A,L,299.0,310.3,1472.0,39.9,110.52423968684131,No failure
2016-06-20 00:01:00,17,A,L,299.0,310.3,1437.0,39.9,110.52423968684131,No failure
2016-06-22 20:17:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,45.1,101.0,No failure
2016-06-19 22:33:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,27.6,103.0,No failure
2016-06-22 02:50:00,17,A,L,298.8,310.1,1607.0,39.9,110.52423968684131,No failure
2016-09-08 01:36:00,17,A,L,298.8,310.0,1412.0,39.9,110.52423968684131,No failure
2016-11-17 19:31:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,40.9,109.0,No failure
2016-11-14 22:24:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,50.5,111.0,No failure
2016-11-15 23:04:00,17,B,L,300.0643584521385,310.03308117544367,1544.0,30.2,110.52423968684131,No failure
2017-02-08 17:30:00,17,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,44.9,115.0,No failure
2017-02-10 14:17:00,17,A,L,298.6,309.8,1497.0,39.9,110.52423968684131,No failure
2017-05-04 11:55:00,17,A,L,298.5,309.7,1437.0,39.9,110.52423968684131,No failure
2017-05-03 22:45:00,17,B,L,300.0643584521385,310.03308117544367,1421.0,53.6,110.52423968684131,No failure
2017-05-03 08:32:00,17,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,44.5,124.0,No failure
2017-05-04 06:40:00,17,A,M,298.5,309.5,1315.0,39.9,110.52423968684131,No failure
2017-07-16 01:34:00,17,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,61.9,130.0,No failure
2017-07-19 23:15:00,17,B,M,300.0643584521385,310.03308117544367,1519.0,35.4,110.52423968684131,No failure
2017-07-15 17:02:00,17,B,L,300.0643584521385,310.03308117544367,1692.0,28.3,110.52423968684131,No failure
2017-07-16 04:21:00,17,B,L,300.0643584521385,310.03308117544367,1570.0,35.6,110.52423968684131,No failure
2017-07-17 03:23:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,35.8,140.0,No failure
2017-09-30 04:55:00,17,A,L,298.2,309.3,1355.0,39.9,110.52423968684131,No failure
2018-01-21 15:51:00,17,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,18.7,144.0,No failure
2018-01-17 10:16:00,17,B,M,300.0643584521385,310.03308117544367,1332.0,60.2,110.52423968684131,No failure
2018-01-18 18:30:00,17,A,M,298.1,309.1,1448.0,39.9,110.52423968684131,No failure
2018-05-14 15:58:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,35.6,153.0,No failure
2018-05-13 12:20:00,17,B,M,300.0643584521385,310.03308117544367,1562.0,39.2,110.52423968684131,No failure
2018-05-12 09:02:00,17,A,M,298.1,309.0,1976.0,39.9,110.52423968684131,No failure
2018-05-12 20:41:00,17,C,M,300.0643584521385,310.03308117544367,1541.2424015571194,34.6,161.0,No failure
2018-05-10 20:49:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,48.5,164.0,No failure
2018-08-11 23:45:00,17,A,L,298.2,309.1,1568.0,39.9,110.52423968684131,No failure
2018-10-15 14:05:00,17,B,M,300.0643584521385,310.03308117544367,1723.0,26.6,110.52423968684131,No failure
2018-10-13 11:18:00,17,B,L,300.0643584521385,310.03308117544367,1341.0,43.8,110.52423968684131,No failure
2018-10-14 13:04:00,17,A,M,298.1,308.9,1353.0,39.9,110.52423968684131,No failure
2018-10-12 16:31:00,17,B,M,300.0643584521385,310.03308117544367,1479.0,58.5,110.52423968684131,Power Failure
2018-10-14 07:30:00,17,A,L,298.0,308.8,1496.0,39.9,110.52423968684131,No failure
2019-01-11 02:35:00,17,A,M,298.0,308.7,1377.0,39.9,110.52423968684131,No failure
2019-03-19 05:53:00,17,A,H,297.9,308.5,1383.0,39.9,110.52423968684131,No failure
2019-03-19 01:02:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,69.4,189.0,Overstrain Failure
2019-03-22 07:05:00,17,A,L,298.0,308.7,1629.0,39.9,110.52423968684131,No failure
2019-03-17 21:17:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,27.2,193.0,No failure
2019-06-12 08:04:00,17,A,M,298.1,308.8,2206.0,39.9,110.52423968684131,No failure
2019-06-15 17:55:00,17,A,M,298.0,308.7,2101.0,39.9,110.52423968684131,No failure
2019-06-15 05:56:00,17,B,M,300.0643584521385,310.03308117544367,1436.0,48.2,110.52423968684131,No failure
2019-06-15 02:20:00,17,C,L,300.0643584521385,310.03308117544367,1541.2424015571194,48.2,204.0,No failure
